microsoft.resources/deployments,https://schema.management.azure.com/schemas/2019-09-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2019-05-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2019-04-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2019-03-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2018-11-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2018-09-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2018-08-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2018-07-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2018-05-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2018-02-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2018-01-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2017-08-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2017-06-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2017-05-10/microsoft.resources.json#/resourceDefinitions/deployments,Yes
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2017-05-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2017-03-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2016-09-01/microsoft.resources.json#/resourceDefinitions/deployments,Yes
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2016-07-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2016-06-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2016-02-01/microsoft.resources.json#/resourceDefinitions/deployments,Yes
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2015-11-01/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2015-01-01/microsoft.resources.json#/resourceDefinitions/deployments,Yes
microsoft.resources/deployments,https://schema.management.azure.com/schemas/2014-04-01-preview/microsoft.resources.json#/resourceDefinitions/deployments,No
microsoft.apimanagement/service,https://schema.management.azure.com/schemas/2019-12-01-preview/microsoft.apimanagement.json#/resourceDefinitions/service,No
microsoft.apimanagement/service,https://schema.management.azure.com/schemas/2019-01-01/microsoft.apimanagement.json#/resourceDefinitions/service,Yes
microsoft.apimanagement/service,https://schema.management.azure.com/schemas/2018-06-01-preview/microsoft.apimanagement.json#/resourceDefinitions/service,Yes
microsoft.apimanagement/service,https://schema.management.azure.com/schemas/2018-01-01/microsoft.apimanagement.json#/resourceDefinitions/service,Yes
microsoft.apimanagement/service,https://schema.management.azure.com/schemas/2017-03-01/microsoft.apimanagement.json#/resourceDefinitions/service,Yes
microsoft.apimanagement/service,https://schema.management.azure.com/schemas/2016-10-10/microsoft.apimanagement.json#/resourceDefinitions/service,No
microsoft.apimanagement/service,https://schema.management.azure.com/schemas/2016-07-07/microsoft.apimanagement.json#/resourceDefinitions/service,Yes
microsoft.apimanagement/service,https://schema.management.azure.com/schemas/2015-09-15/microsoft.apimanagement.json#/resourceDefinitions/service,No
microsoft.apimanagement/service,https://schema.management.azure.com/schemas/2014-02-14/microsoft.apimanagement.json#/resourceDefinitions/service,No
microsoft.storage/storageaccounts,https://schema.management.azure.com/schemas/2019-06-01/microsoft.storage.json#/resourceDefinitions/storageaccounts,Yes
microsoft.storage/storageaccounts,https://schema.management.azure.com/schemas/2019-04-01/microsoft.storage.json#/resourceDefinitions/storageaccounts,Yes
microsoft.storage/storageaccounts,https://schema.management.azure.com/schemas/2018-11-01/microsoft.storage.json#/resourceDefinitions/storageaccounts,Yes
